date,Worldwide,Afghanistan,Aland Islands,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,British Indian Ocean Territory,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada ,Cape Verde,Cayman Islands ,Central African Republic,Chad,Chile,China,"Hong Kong, SAR China","Macao, SAR China",Colombia,Comoros,Congo (Brazzaville) ,"Congo, (Kinshasa)",Cook Islands ,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Falkland Islands (Malvinas) ,Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany ,Ghana,Gibraltar ,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,"Iran, Islamic Republic of",Iraq,Ireland,Isle of Man ,Israel ,Italy ,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Korea (North),Korea (South),Kuwait,Kyrgyzstan,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macedonia, Republic of",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,"Micronesia, Federated States of",Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Palestinian Territory,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Réunion,Romania,Russian Federation ,Rwanda,Saint-Barthélemy,Saint Helena ,Saint Kitts and Nevis,Saint Lucia,Saint-Martin (French part),Saint Pierre and Miquelon ,Saint Vincent and Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Svalbard and Jan Mayen Islands ,Swaziland,Sweden,Switzerland,Syrian Arab Republic (Syria),"Taiwan, Republic of China ",Tajikistan,"Tanzania, United Republic of ",Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands ,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic),Viet Nam,"Virgin Islands, US",Western Sahara ,Yemen,Zambia,Zimbabwe
2005-11-01,38,7,0,38,66,0,20,56,88,18,33,0,40,10,10,43,31,26,62,48,58,16,10,28,8,100,39,46,15,21,0,35.0,14,48,19,0,51,37,16,0,20,25,0,20,5,40,7,32,0,0,47,0,66,75,23,9,22,30,18,29,0,54,72,52,22,0,16,23,64,0,24,57,17,31,0,56,49,47,25,6,56,0,35,23,7,0,77,26,0,16,0,40,36,48,15,60,70,52,26,28,23,0,61,13,47,17,0,38,29,51,0,0,67,72,63,19,42,46,20,24,24,6,24,17,88,21,17,31,15,10,25,0,42,0,34,0,34,0,24,28.0,52,41,0,46,0,30,0,0,59,15,15,11,20,0,64,0,42,26,72,0,51,38,0,19,47,82,28,9,74,22,34,25,68,0,0,0,21,17,0,0,0,0,0,0,49,33,39,0,48,21,28,13,0,28,23,0,14,48,46,25,0,0,15,10,46,18,0,34,49,0,72,0,64,60,19,0,0,37,60,40,18,71,24,38,0,21,39,49,0,46,0,26
2005-12-01,33,31,0,51,58,0,19,20,0,15,24,0,0,9,10,17,23,14,60,8,53,15,37,7,39,31,40,14,94,15,44,63.0,13,26,9,28,17,24,14,0,10,0,0,12,5,30,8,27,0,0,11,0,35,59,23,5,17,26,19,23,0,28,62,42,21,0,27,32,14,0,0,16,13,26,0,28,24,42,32,6,72,0,29,46,10,0,33,65,0,20,42,20,0,39,16,46,71,57,22,22,21,0,54,12,20,16,0,38,38,48,0,0,58,88,45,22,22,24,29,0,28,0,22,12,31,0,0,31,58,0,19,100,26,17,56,0,28,0,100,13.0,42,70,0,48,12,7,0,0,71,13,30,11,37,0,58,100,29,28,78,0,48,24,53,14,42,73,28,9,49,27,66,29,56,0,0,0,0,17,0,0,50,0,0,0,41,43,33,0,0,15,24,9,0,14,21,0,13,49,36,0,0,0,14,10,49,17,0,41,49,0,29,0,59,90,19,0,0,50,41,34,17,60,27,33,0,18,25,37,0,59,87,36
2006-01-01,36,27,0,9,50,0,0,33,0,40,27,11,22,10,9,10,57,23,37,26,28,17,9,28,26,53,58,38,43,15,18,35.0,12,39,54,29,18,11,15,0,75,60,0,15,4,34,23,35,0,0,16,0,36,40,24,8,18,28,21,28,0,48,64,54,16,0,8,37,22,0,0,12,16,30,0,11,10,20,29,7,58,0,29,0,8,90,30,45,0,14,0,55,0,29,17,40,68,58,16,17,24,0,53,14,56,16,0,71,41,59,0,0,51,52,22,0,34,57,0,13,42,0,22,9,19,0,0,31,0,14,12,0,74,0,10,0,37,36,57,12.0,40,18,0,47,0,24,22,0,60,17,46,11,26,38,56,46,35,16,60,37,34,29,100,25,42,86,27,8,46,29,45,26,56,31,0,0,0,0,0,0,0,0,0,0,46,52,27,20,0,19,28,13,0,0,26,0,13,50,43,0,0,0,16,12,46,19,0,38,54,0,14,0,39,61,17,0,29,43,46,33,20,65,24,17,0,22,36,28,0,68,57,25
2006-02-01,37,6,0,47,43,0,18,16,0,15,28,10,12,10,9,11,76,22,76,34,48,17,9,26,20,0,53,25,50,15,0,0.0,81,38,65,0,43,18,16,0,17,0,0,15,4,34,7,25,0,53,27,0,39,62,21,8,39,33,20,0,0,58,50,41,21,0,0,27,31,0,22,21,16,30,35,11,0,9,28,6,60,21,31,0,30,23,55,58,0,0,0,35,24,63,20,31,71,52,23,18,24,0,40,13,35,17,0,51,71,55,0,0,71,55,23,19,28,33,0,18,64,0,26,13,62,17,15,34,26,7,17,0,34,0,17,0,29,25,18,24.0,35,35,0,44,0,20,18,0,61,15,28,14,36,0,51,23,36,46,75,0,65,20,0,43,55,78,28,7,72,21,60,27,65,13,0,0,0,28,0,0,17,0,11,0,47,61,43,0,0,19,33,15,0,0,20,0,13,42,37,47,0,0,18,10,11,23,19,18,50,0,30,0,38,34,17,0,0,38,43,32,19,69,29,80,0,22,40,40,0,36,12,13
2006-03-01,38,25,0,25,62,0,14,12,0,13,27,43,20,11,9,9,56,19,42,48,28,18,8,5,59,18,61,35,0,18,82,0.0,21,42,50,0,64,21,15,0,38,0,0,18,5,32,12,30,0,0,9,0,32,40,23,4,36,27,15,0,11,55,71,59,31,24,0,27,19,0,0,16,16,30,0,53,17,16,40,6,51,0,30,17,11,18,51,65,0,14,0,43,11,36,14,33,70,53,28,38,21,0,50,14,61,17,0,54,56,42,0,0,71,54,64,0,24,66,0,0,51,5,22,11,29,44,13,25,11,12,20,0,71,9,37,0,36,19,49,56.0,32,0,0,42,19,24,15,0,78,16,0,13,24,91,51,40,41,18,55,0,64,25,0,26,42,79,31,9,52,40,29,23,76,0,0,0,12,12,0,0,0,0,0,0,37,37,36,0,0,18,27,16,0,10,22,0,13,40,38,40,0,0,17,10,56,17,0,34,49,0,38,0,43,38,18,37,28,38,47,45,20,67,29,30,0,21,29,31,0,42,37,30
2006-04-01,36,23,0,8,54,0,0,0,0,28,33,17,22,10,8,26,12,26,50,35,59,16,26,40,26,21,46,18,42,18,18,52.0,11,41,30,0,43,29,15,0,40,0,0,20,5,32,12,30,30,57,18,0,40,49,22,10,16,26,16,0,14,36,70,42,31,0,0,25,24,0,0,25,15,28,0,20,38,9,8,6,56,29,33,0,22,58,56,57,0,13,0,18,63,25,14,29,65,55,24,30,21,0,48,13,41,17,0,36,36,41,0,0,91,56,48,17,29,49,0,10,26,16,25,12,15,29,54,27,23,26,15,0,58,16,37,0,33,57,38,22.0,27,0,0,52,14,26,9,0,55,13,22,13,16,33,48,19,29,43,67,0,72,29,0,47,48,74,26,7,55,20,10,23,72,28,0,0,28,39,0,0,35,0,9,0,57,49,30,0,0,18,26,9,0,24,29,0,12,54,19,19,0,0,15,11,64,18,30,18,55,0,48,0,40,63,18,0,81,15,63,31,18,67,25,47,0,24,39,16,0,42,20,12
2006-05-01,34,18,0,31,46,0,14,20,0,0,32,26,0,11,9,53,27,31,69,66,47,14,8,45,44,0,59,37,28,19,16,31.0,0,40,48,0,7,38,15,0,42,15,0,16,5,36,21,28,21,24,4,0,29,65,16,3,25,31,16,21,39,50,50,51,28,0,8,22,26,0,0,44,13,27,0,27,35,17,29,6,38,0,32,0,26,36,51,41,0,0,0,44,10,35,14,44,71,58,22,22,20,0,54,14,60,18,0,41,30,52,0,0,84,60,55,14,38,39,0,0,38,5,22,13,10,12,12,34,20,12,12,71,37,7,42,0,32,0,49,42.0,51,52,0,47,17,34,16,0,79,15,10,15,33,28,57,19,29,29,78,0,50,34,0,24,47,88,31,7,63,39,19,29,66,0,0,0,15,44,0,0,19,0,0,0,42,76,34,14,0,19,27,10,0,11,26,0,13,39,11,15,0,92,17,12,9,21,20,40,55,0,23,0,46,30,18,0,0,37,67,35,18,68,33,45,30,23,34,59,0,47,40,31
2006-06-01,33,9,0,24,46,0,15,48,0,14,36,33,31,10,10,47,29,33,57,63,65,14,9,29,0,41,52,39,13,19,18,0.0,53,32,14,0,16,40,14,0,7,0,0,21,4,32,6,26,0,80,9,0,51,51,15,8,10,34,15,0,30,45,59,46,34,0,10,30,24,0,0,41,13,24,0,9,0,0,12,6,37,16,33,19,13,0,52,42,0,19,0,32,20,28,13,53,70,59,24,19,20,0,54,16,44,18,0,39,11,32,0,0,77,67,21,13,35,55,0,16,67,0,19,10,49,82,11,25,43,6,17,80,22,8,28,0,29,35,26,86.0,30,63,0,32,21,11,16,0,45,14,40,11,36,72,51,23,28,20,66,0,13,29,33,31,48,68,26,8,44,22,44,24,48,48,0,0,0,11,0,0,0,0,0,0,44,31,27,0,0,19,25,9,0,25,20,0,12,38,8,0,0,0,13,12,57,21,0,49,49,0,6,0,22,23,17,51,0,41,60,38,18,59,34,24,0,21,22,16,0,59,78,35
2006-07-01,30,12,0,24,31,0,16,27,42,27,25,37,63,10,8,21,34,25,51,27,17,14,9,27,11,21,47,24,0,14,17,0.0,42,31,30,20,26,34,14,0,54,17,0,14,4,25,12,22,0,32,10,0,32,45,19,5,25,20,11,45,0,36,59,37,22,0,0,23,52,0,0,31,11,21,33,42,22,8,22,6,44,9,22,22,9,0,53,50,0,14,0,71,0,40,12,44,62,43,23,17,18,0,52,12,36,16,0,27,27,65,0,0,65,55,0,16,18,58,16,0,23,10,18,9,33,12,14,30,11,11,18,0,21,0,29,0,29,0,19,23.0,8,17,0,30,7,21,15,0,71,15,36,10,27,0,65,20,26,26,75,53,33,34,77,40,46,68,27,6,47,25,37,20,40,0,0,0,13,33,0,0,0,0,8,0,38,40,37,26,0,20,14,7,13,26,24,0,13,46,37,0,0,0,13,10,38,15,20,43,41,0,35,0,67,44,16,0,0,30,52,41,16,55,22,17,29,20,28,22,0,13,41,50
2006-08-01,30,29,0,34,37,0,15,9,85,27,26,27,28,10,7,12,64,35,56,22,26,15,0,45,18,0,48,32,12,17,50,0.0,8,28,26,0,34,55,14,0,36,0,0,14,4,32,5,25,0,0,15,0,44,41,20,6,35,28,16,0,10,45,51,38,36,0,8,21,31,0,0,30,14,23,28,34,54,15,15,6,58,0,27,0,13,16,40,45,0,0,0,33,29,31,11,44,68,41,17,24,16,0,39,16,59,14,0,50,25,57,0,0,64,64,0,26,21,48,0,0,40,14,16,12,20,12,11,32,11,0,19,0,28,14,6,0,28,18,48,34.0,12,15,0,41,0,10,14,0,67,13,17,10,19,35,50,53,21,31,50,0,13,29,29,29,42,70,24,7,54,26,16,19,45,9,0,0,15,20,0,0,0,0,9,0,40,58,34,12,0,20,13,9,15,0,23,0,14,49,39,15,0,0,13,12,37,18,0,48,45,0,16,100,49,37,15,0,29,22,43,34,16,54,39,37,23,24,25,7,0,24,38,32
2006-09-01,33,16,0,28,30,12,14,9,0,37,26,9,8,9,7,12,36,25,38,54,49,12,41,18,33,0,57,26,10,15,0,0.0,30,31,18,0,50,33,14,0,32,0,0,17,5,35,35,24,0,0,9,0,41,37,26,6,32,20,16,37,26,52,61,37,33,0,14,22,34,0,0,18,12,24,0,54,0,23,32,5,43,0,38,0,4,14,23,54,0,50,62,14,0,44,14,44,69,51,18,33,19,0,42,12,39,17,0,45,26,46,0,0,68,44,19,27,21,60,0,0,23,5,19,14,56,12,0,25,22,15,31,0,7,0,17,0,32,0,45,21.0,11,53,0,40,7,30,15,0,59,14,46,10,44,0,45,34,27,14,64,0,31,29,77,26,41,75,24,8,55,20,23,20,41,9,0,0,0,32,0,0,15,0,0,0,33,47,43,12,30,18,25,12,0,0,22,0,12,39,45,34,0,0,14,10,24,18,0,22,38,0,33,0,45,16,16,0,0,21,45,28,17,63,31,39,0,22,28,51,0,25,58,23
2006-10-01,33,17,0,40,53,10,34,10,45,23,28,42,39,10,7,13,54,27,45,19,37,13,17,29,23,0,67,28,22,15,31,0.0,7,33,41,18,25,37,15,0,6,25,0,16,4,32,20,25,0,0,12,0,47,34,21,4,10,26,18,36,0,62,51,48,24,9,15,28,35,0,0,22,15,26,0,41,0,23,19,6,48,20,27,0,0,13,63,48,0,45,0,12,16,37,16,70,63,69,20,32,19,0,45,12,56,16,0,38,60,53,0,0,76,45,17,25,25,57,0,12,32,4,20,13,46,10,0,30,23,4,13,0,53,0,10,0,33,0,64,52.0,32,23,0,52,0,20,14,0,32,13,46,11,26,34,61,16,30,28,64,0,33,28,0,13,40,75,25,6,52,21,27,21,51,0,0,0,0,26,0,0,0,0,0,0,34,25,31,22,61,16,15,9,0,32,22,0,12,37,50,13,0,26,14,11,35,15,0,18,46,0,24,48,27,37,15,0,48,18,52,26,18,63,30,48,0,19,26,37,0,48,18,14
2006-11-01,33,21,0,48,31,0,13,11,31,52,24,40,15,10,9,55,48,53,60,17,48,14,0,53,29,21,49,12,30,14,0,45.0,14,31,28,0,12,35,15,0,11,0,0,16,5,31,5,28,0,0,12,0,44,43,20,5,29,28,17,32,7,41,67,50,32,0,0,17,16,0,14,21,17,27,16,50,15,29,23,6,50,13,27,0,8,44,30,41,0,15,0,11,15,23,13,37,65,58,22,28,21,0,40,13,29,16,0,39,39,45,0,0,65,70,16,11,34,48,13,0,30,16,23,18,38,0,51,32,19,26,13,86,46,5,15,0,33,16,38,55.0,27,0,0,34,6,24,15,0,41,14,0,12,36,0,53,35,35,43,66,0,29,35,0,23,47,79,24,9,60,13,44,26,56,33,0,0,0,29,0,0,23,28,7,0,36,60,38,12,0,17,28,12,0,0,19,0,13,41,34,12,0,0,15,13,28,21,0,30,39,40,48,0,44,30,13,100,0,22,68,32,17,62,25,23,0,19,29,24,0,37,33,25
2006-12-01,30,30,0,45,31,11,12,14,0,10,21,16,8,8,7,22,73,23,32,29,43,14,20,26,21,20,43,19,45,11,0,0.0,0,32,27,0,56,63,13,0,19,13,0,12,5,31,24,22,0,0,8,0,33,37,26,5,41,24,16,16,10,39,46,38,23,0,8,18,23,0,0,26,11,24,0,15,17,16,16,5,37,17,25,0,5,33,36,46,0,18,0,13,29,34,14,34,62,43,23,12,15,0,40,11,51,15,0,45,47,40,0,0,58,62,42,0,22,26,0,0,17,0,17,7,19,23,0,26,30,17,11,0,25,0,6,100,30,0,40,0.0,41,21,0,38,18,18,0,0,68,13,0,9,30,34,46,52,32,28,73,28,31,26,45,32,34,70,25,6,46,23,30,20,57,43,0,0,25,48,0,0,0,0,0,0,40,28,28,12,0,12,19,6,0,21,19,0,11,54,16,0,0,0,14,11,36,20,0,19,42,23,21,0,32,58,14,0,0,16,59,28,15,55,19,61,0,17,25,16,0,56,54,19
2007-01-01,33,22,0,44,36,8,0,12,84,50,25,22,27,9,9,29,66,15,59,28,24,14,21,38,31,52,47,19,10,12,13,0.0,6,29,43,18,25,33,14,0,68,0,0,11,5,30,9,23,0,0,4,0,45,25,21,6,12,27,18,66,8,39,59,24,19,0,8,25,17,0,23,21,13,26,28,54,7,17,18,6,35,6,26,13,13,27,31,56,0,0,0,48,0,40,18,47,61,50,20,34,20,0,38,13,45,16,0,41,26,41,0,0,56,56,29,18,21,46,0,0,31,4,20,13,33,10,0,31,9,24,19,52,15,5,18,0,33,0,35,42.0,35,11,0,30,19,32,0,0,53,14,0,10,47,0,39,30,30,23,50,0,57,33,36,26,39,74,29,8,55,18,61,22,58,18,0,0,24,15,0,0,19,0,0,0,40,32,32,0,100,17,22,14,0,31,24,0,12,43,43,42,0,0,14,12,34,19,25,33,49,0,17,0,41,35,17,0,0,27,52,34,18,60,28,28,0,22,24,21,0,51,43,13
2007-02-01,31,12,0,37,26,0,0,12,0,28,21,19,24,10,8,18,62,19,60,29,64,13,11,17,55,0,51,19,17,13,14,0.0,40,31,18,0,34,21,13,0,21,11,0,13,4,28,18,21,0,100,5,0,41,32,22,4,35,28,15,32,8,51,62,26,21,0,7,34,22,0,12,27,14,25,0,13,9,5,22,5,23,19,29,15,16,19,43,37,0,39,0,24,0,36,14,59,58,39,18,17,17,0,35,12,49,16,0,40,41,40,0,0,53,43,57,10,26,39,9,0,21,4,24,9,40,10,11,27,14,17,9,0,52,8,32,0,32,0,45,35.0,29,10,0,33,10,14,14,0,60,13,9,9,27,0,44,82,31,38,69,0,40,26,64,23,34,77,27,7,42,16,20,16,46,44,0,0,0,15,0,0,0,23,0,0,35,23,32,10,0,16,18,8,10,0,20,0,11,35,15,21,0,0,13,12,41,15,11,20,38,0,34,0,51,45,14,0,0,33,46,29,17,61,20,21,0,18,18,61,0,37,38,22
2007-03-01,32,6,0,44,30,6,9,9,94,21,27,27,38,9,8,23,69,19,37,26,43,13,19,27,30,0,59,12,8,15,25,0.0,53,29,31,12,37,29,14,0,9,0,0,16,5,32,23,22,0,0,11,0,40,29,22,5,33,24,15,0,6,39,47,32,25,6,29,26,40,0,0,32,15,24,18,13,24,5,17,5,30,11,26,27,3,18,36,49,0,13,0,51,21,35,13,44,60,43,22,23,17,0,33,12,45,14,0,46,33,30,0,0,59,47,47,8,17,48,0,0,24,11,14,9,25,9,16,35,18,3,7,0,20,4,28,0,30,16,33,55.0,13,10,0,33,4,25,11,0,54,14,14,11,29,0,47,0,28,31,48,0,36,27,0,22,38,64,26,7,46,20,31,21,53,44,0,0,26,22,0,0,10,28,5,38,28,30,32,0,0,18,24,7,9,11,21,0,12,51,20,35,0,0,15,11,48,19,0,34,35,14,18,35,29,51,14,0,0,29,47,27,16,61,33,44,19,18,20,50,0,43,42,37
2007-04-01,32,14,0,24,28,10,20,48,0,14,26,44,33,10,8,23,43,23,39,44,49,15,22,38,43,0,55,29,7,14,12,0.0,16,26,17,24,32,41,14,0,25,8,0,16,5,28,0,25,14,0,11,0,52,34,24,4,26,27,18,29,6,48,62,26,27,7,7,20,31,0,0,38,14,23,0,17,41,5,27,5,46,6,28,39,3,55,20,49,0,14,0,10,15,26,12,26,57,42,20,17,18,0,36,13,52,16,0,34,43,35,0,0,61,49,17,18,33,46,10,17,41,4,17,7,37,18,9,32,11,13,17,0,26,4,16,96,29,0,42,72.0,46,33,0,32,12,44,0,0,44,14,35,9,31,0,39,13,27,57,58,0,34,22,33,23,36,61,25,6,54,19,20,21,57,35,0,0,21,8,0,0,9,32,12,0,33,16,26,39,15,18,20,12,10,0,24,0,13,41,21,36,0,0,14,11,37,14,17,41,39,16,18,0,51,35,14,0,0,17,48,32,17,62,30,45,0,22,24,33,0,37,38,22
2007-05-01,32,15,0,11,36,0,9,28,0,13,27,12,10,10,8,25,26,17,50,23,34,14,28,49,32,13,47,14,39,16,45,0.0,14,23,24,0,47,28,14,0,23,0,0,18,5,31,23,24,16,0,14,0,41,31,18,4,28,27,17,13,6,52,57,35,24,0,5,25,33,0,0,31,14,24,28,26,11,8,22,6,41,11,25,14,6,17,50,60,0,13,0,18,19,49,14,33,57,43,21,25,18,0,37,14,53,16,0,42,34,29,0,0,61,64,19,21,24,48,0,21,49,17,21,13,31,15,7,32,16,15,17,0,33,0,27,0,32,0,70,25.0,28,19,0,26,12,13,5,0,43,12,13,11,32,0,48,36,30,31,59,14,21,29,0,32,40,67,27,7,44,22,26,22,53,31,0,0,20,67,0,0,10,0,0,0,42,53,18,0,0,19,25,12,0,28,23,0,13,28,36,9,0,28,15,10,43,19,23,16,40,16,33,0,36,31,14,0,26,24,59,31,16,64,25,30,0,22,23,36,0,45,23,31
2007-06-01,29,18,0,32,30,0,30,7,53,15,35,21,16,9,8,32,34,27,28,31,38,13,11,30,24,14,55,34,25,16,12,0.0,9,24,23,12,33,53,13,0,27,0,0,17,4,25,7,23,0,31,17,0,38,31,20,6,26,22,16,14,29,39,67,33,28,0,17,21,39,0,23,7,12,23,16,34,7,15,12,5,31,26,24,58,13,26,41,53,0,41,0,45,49,40,12,33,57,49,21,37,17,0,37,14,54,16,0,45,47,29,0,0,63,41,18,15,17,41,9,0,27,11,17,9,38,0,28,26,16,10,4,0,14,4,20,0,31,0,54,8.0,19,49,0,25,14,24,43,0,38,14,26,11,41,27,45,41,25,25,64,28,22,28,0,40,43,70,28,6,38,28,65,20,50,13,0,0,0,6,0,0,45,0,0,0,40,29,32,17,0,14,20,10,17,20,19,0,13,33,26,14,0,0,12,11,34,20,0,45,36,41,36,36,31,31,13,0,38,17,43,26,16,57,28,51,0,24,23,54,0,36,46,23
2007-07-01,29,12,0,14,34,8,11,27,70,14,24,16,22,9,8,30,71,25,49,27,37,13,20,19,37,0,49,20,13,14,26,0.0,19,27,20,14,43,52,15,0,34,0,0,15,4,29,17,22,0,0,10,0,48,23,21,5,26,18,16,13,16,46,51,23,25,7,6,30,33,0,22,24,14,22,17,11,28,20,25,5,39,5,23,0,8,18,28,54,0,12,0,52,13,26,12,41,60,45,18,25,15,0,35,13,51,18,0,44,35,42,0,0,63,46,28,42,30,39,9,0,27,7,19,10,23,36,16,26,14,17,11,0,31,12,22,0,28,0,46,17.0,17,10,100,22,7,14,17,0,62,15,24,12,31,0,45,14,21,29,60,0,24,36,0,41,38,70,27,6,43,23,13,17,44,20,0,97,16,19,0,0,8,0,9,46,38,35,29,14,0,14,13,8,8,9,22,0,13,41,21,7,0,0,14,12,32,14,0,42,37,0,33,62,32,32,13,0,0,27,40,30,16,57,36,31,38,18,21,46,0,41,32,41
2007-08-01,29,6,0,30,34,11,29,19,27,27,29,16,48,10,8,12,64,21,38,34,22,15,10,20,25,22,52,17,5,16,41,0.0,27,27,30,12,26,45,15,0,21,0,0,17,4,28,3,23,0,29,3,9,43,25,17,6,31,24,14,29,6,43,60,28,25,0,11,23,35,0,0,19,11,23,18,18,7,30,13,5,32,5,29,0,8,31,51,42,0,72,0,38,7,25,11,49,59,50,15,16,14,0,36,13,41,16,0,45,34,31,0,0,58,41,7,29,26,57,0,0,16,3,17,8,60,0,13,28,20,11,13,0,25,3,15,0,28,14,38,25.0,25,19,0,24,6,18,31,0,39,14,11,11,41,0,38,0,23,29,57,48,23,24,93,40,40,67,23,6,40,22,7,18,38,22,0,0,26,23,0,0,7,0,0,0,32,33,32,22,13,20,12,10,0,0,20,0,13,38,21,42,0,0,12,11,23,17,9,26,34,0,20,0,20,15,11,0,19,36,38,29,16,55,35,33,12,19,22,32,0,35,35,55
2007-09-01,30,25,0,36,40,12,9,21,48,44,26,5,5,9,8,20,39,26,40,14,35,14,8,20,63,0,54,17,26,16,16,0.0,21,22,21,9,32,45,15,0,15,12,0,16,4,28,9,23,0,0,12,0,39,29,18,8,21,23,15,39,20,36,65,34,29,7,21,30,27,0,0,33,11,23,59,32,17,30,24,6,31,14,25,23,9,56,25,42,0,13,0,34,7,30,12,30,55,51,18,25,17,0,37,12,37,16,0,44,21,31,0,0,65,40,26,14,22,65,6,13,45,10,17,13,33,52,12,27,31,5,13,52,23,3,15,0,28,0,11,39.0,22,25,0,25,6,25,21,0,43,13,0,10,32,27,31,38,24,39,52,0,27,32,53,30,37,72,24,6,50,24,19,13,54,46,0,0,7,23,0,0,0,0,0,0,39,37,29,0,14,16,17,9,8,9,19,0,13,39,30,14,0,23,14,11,38,16,9,28,36,0,11,0,45,39,13,0,0,26,46,32,16,62,24,27,16,19,20,16,0,14,21,28
2007-10-01,32,9,0,42,49,10,17,7,0,6,28,21,15,9,8,34,47,35,45,18,32,15,4,32,38,31,48,13,22,15,31,0.0,22,25,36,25,31,35,17,0,33,0,0,16,4,27,11,21,13,0,18,0,47,26,15,7,12,27,16,23,9,39,55,44,25,0,9,25,36,0,10,11,13,26,43,17,16,11,26,5,41,4,24,10,12,21,39,38,0,0,0,23,24,34,13,30,56,48,21,16,19,0,34,12,35,16,0,29,31,27,0,0,56,42,17,23,24,50,10,14,27,9,20,8,21,11,12,26,27,19,11,0,21,8,5,0,29,0,37,15.0,29,38,83,30,8,12,21,0,58,15,0,10,37,54,42,64,29,26,60,0,40,28,25,19,38,65,24,7,46,33,30,17,46,19,0,0,0,16,0,0,21,0,0,0,42,44,25,0,30,16,19,9,0,10,19,0,12,48,26,26,0,0,14,12,45,20,7,18,33,0,23,0,40,46,13,26,0,24,49,29,16,63,21,47,0,18,19,31,0,41,47,23
2007-11-01,31,24,0,39,47,25,0,54,0,15,25,51,14,9,8,27,31,25,47,32,43,15,7,31,29,25,50,28,38,15,15,0.0,24,24,22,16,33,42,17,0,17,0,0,13,4,29,14,21,0,0,15,7,36,34,22,6,25,29,16,18,4,35,49,34,31,0,0,27,54,0,0,33,16,25,29,26,5,22,17,6,40,0,24,10,4,10,37,38,0,0,0,7,9,32,14,30,53,46,23,22,20,0,31,13,37,16,0,45,48,38,17,0,65,58,27,16,26,50,5,0,41,6,23,11,19,17,12,24,16,20,23,0,14,5,31,0,31,0,37,52.0,28,21,0,23,11,29,18,0,51,14,6,11,18,0,41,35,33,22,58,0,29,26,44,30,40,59,31,6,50,20,45,17,47,22,0,0,0,11,0,0,25,20,0,20,39,42,28,14,32,17,20,8,0,8,18,0,13,39,34,40,0,73,13,11,42,20,24,31,29,0,24,33,41,37,11,0,0,19,53,25,17,61,26,30,0,15,14,26,0,34,37,34
2007-12-01,29,17,0,25,32,6,25,33,0,25,22,28,25,8,7,19,18,26,51,5,28,14,9,15,46,13,46,31,13,12,0,0.0,21,21,16,26,28,45,14,0,47,0,0,14,4,27,20,18,0,0,17,8,38,22,16,5,21,25,17,19,12,36,36,28,18,15,9,30,42,0,50,22,14,24,29,38,0,24,26,5,35,14,25,13,6,31,35,44,0,13,0,17,20,23,12,34,53,46,18,27,18,0,32,11,34,15,0,30,22,32,0,0,62,45,26,35,25,38,11,12,33,6,17,10,18,50,22,23,4,14,17,0,39,9,12,0,27,35,44,35.0,21,31,0,21,21,13,7,0,59,13,17,9,31,24,36,11,27,25,50,0,22,28,0,36,35,56,30,6,43,19,44,15,50,20,0,0,15,11,0,0,7,0,0,0,33,34,31,0,17,16,15,10,0,18,19,0,13,39,24,30,0,32,12,11,39,17,22,30,29,0,19,0,19,30,11,0,0,19,45,27,15,55,18,29,17,19,17,37,0,49,12,8
