date,Afghanistan,Åland Islands,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Plurinational State of Bolivia,"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Indian Ocean Territory,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Democratic Republic of the Congo,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands (the) [Malvinas],Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Islamic Republic of Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Korea (the Democratic People's Republic of),Republic of Korea,Kuwait,Kyrgyzstan,Lao People's Democratic Republic (the),Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Republic of North Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Federated States of Micronesia,Republic of Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,"Palestine, State of",Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Réunion,Romania,Russian Federation,Rwanda,Saint Barthélemy,"Saint Helena, Ascension and Tristan da Cunha",Saint Kitts and Nevis,Saint Lucia,French part Saint Martin,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Dutch part Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Svalbard and Jan Mayen,Sweden,Switzerland,Syrian Arab Republic,Province of China Taiwan,Tajikistan,"Tanzania, United Republic of",Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United States of America,Uruguay,Uzbekistan,Vanuatu,Bolivarian Republic of Venezuela,Viet Nam,British Virgin Islands,Virgin Islands (U.S.),Western Sahara,Yemen,Zambia,Zimbabwe,Worldwide
2005-11-01,67,0,9,53,0,0,38,0,29,32,11,9,10,9,19,62,29,48,71,50,17,21,26,22,0,59,0,30,29,22,0.0,14,55,15,0,0,54,37,16,46,32,0,21,5,27,0,51,22,0,61,40,25,10,0,23,32,20,35,0,54,61,69,17,0,34,29,0,15,0,0,59,12,29,0,49,12,8,37,6,57,17,35,49,38,30,35,51,0,0,0,18,100,38,34,15,55,68,66,30,26,23,0,51,14,35,17,0,49,41,41,0,0.0,66,47,33,24,57,60,0,14,15,6,22,14,34,63,20,37,30,28,10,14,0,29,0,13,0,34,41,25,24.0,80,17,0,71,27,82,0,78,14,0,12,5,0,67,0,37,23,77,0,24,42,0,24,56,86,28,10,44,43,64,29,74,21,0,0,20,39,0,0,15,0,0,100,55,31,36,0,37,23,0,32,12,0,22,23,0,13,93,51,0,0,15,12,27,17,0,31,58,0,77,0,48,68,19,0,0,21,58,41,20,69,28,49,0,21,36,21,50,0,39,47,32,36
2005-12-01,44,0,8,50,0,0,39,0,15,28,0,9,10,9,29,23,20,34,16,53,15,22,24,0,33,54,0,26,52,16,0.0,0,36,29,0,0,33,71,14,31,25,0,14,5,33,0,9,0,0,57,30,13,5,0,16,28,19,0,34,31,75,49,25,0,43,37,0,26,0,26,53,14,26,0,28,11,24,41,6,77,0,31,26,18,0,34,62,0,50,0,19,27,39,29,17,46,69,56,21,9,19,0,49,12,35,13,0,47,23,56,0,0.0,58,75,37,54,32,26,17,0,36,13,22,11,17,30,0,62,29,26,18,17,100,30,13,25,0,31,0,39,25.0,85,36,0,69,0,16,0,51,14,15,10,33,35,61,64,21,26,76,0,28,29,53,35,46,65,25,9,47,22,15,24,54,20,0,0,20,19,0,0,31,0,0,0,43,29,36,0,24,14,0,29,6,0,22,24,0,12,51,15,17,0,14,12,38,19,13,44,60,0,54,0,31,94,19,0,0,50,55,32,18,60,21,57,0,20,39,21,70,0,39,53,54,32
2006-01-01,0,0,19,55,0,0,17,0,22,27,23,21,10,9,16,43,19,31,26,15,17,17,31,12,0,72,0,43,47,13,0.0,0,37,35,0,0,11,39,15,34,40,0,16,4,30,0,26,29,0,31,26,23,7,0,20,25,20,50,0,37,69,48,14,0,11,34,0,26,0,21,31,14,31,0,0,28,13,26,7,64,0,37,0,13,72,19,50,0,16,0,66,26,29,29,14,25,67,70,17,19,22,0,53,15,57,14,0,82,17,52,0,0.0,57,50,30,24,47,49,0,27,54,5,21,10,8,36,31,21,23,27,22,12,82,65,0,10,0,33,100,15,33.0,72,18,0,68,0,72,0,58,17,28,10,22,0,71,0,37,15,67,0,28,33,44,24,52,82,27,9,40,36,30,28,59,49,0,0,18,31,0,0,0,0,31,0,43,30,47,32,0,16,0,32,19,41,0,25,0,12,33,18,11,0,16,12,45,16,16,37,57,0,28,0,53,74,17,0,0,72,47,40,20,66,36,45,0,24,41,0,11,0,62,18,40,34
2006-02-01,50,0,33,42,0,13,17,25,13,29,43,0,10,8,22,52,35,53,20,53,17,31,43,35,32,51,0,25,38,18,0.0,59,40,83,0,0,78,43,15,8,0,0,15,4,30,0,26,0,0,48,28,16,12,0,24,30,18,0,46,52,74,41,23,0,0,36,0,39,0,24,38,16,31,0,0,39,16,26,6,47,0,38,22,39,73,45,54,0,0,0,59,45,40,30,17,49,66,67,25,20,22,0,49,14,49,16,0,45,35,61,0,0.0,61,41,28,87,32,47,0,0,63,6,21,17,31,40,0,17,36,12,0,28,0,34,0,20,0,32,33,39,22.0,42,16,0,62,0,43,0,62,16,30,11,47,40,61,63,33,47,65,0,26,34,0,54,49,77,25,8,58,23,0,31,68,0,0,0,28,43,0,0,42,39,0,0,44,15,43,35,32,17,0,30,16,0,17,25,0,14,60,13,12,0,16,12,16,19,0,24,64,0,67,0,26,40,17,0,0,50,60,34,20,69,30,42,0,19,36,22,32,0,37,18,6,36
2006-03-01,34,0,24,64,13,30,37,0,10,31,49,13,10,9,9,70,27,49,26,39,15,27,32,33,27,61,0,35,11,18,0.0,0,37,51,0,0,78,20,15,37,0,0,18,5,31,0,24,0,0,38,31,26,7,0,35,30,14,0,0,52,83,58,27,0,20,31,0,12,0,0,28,14,30,0,38,18,12,19,6,55,0,28,37,30,0,57,81,0,16,0,69,0,50,29,17,48,71,59,24,30,20,0,57,13,49,17,0,55,31,52,0,0.0,61,70,88,17,22,64,0,0,10,9,19,7,19,45,0,47,30,21,5,17,0,72,0,47,0,35,63,47,59.0,40,46,0,58,9,0,0,83,16,11,12,49,25,58,48,36,19,70,0,38,25,0,36,42,76,30,9,51,33,30,23,69,14,0,0,67,0,0,0,0,0,30,0,40,32,37,50,0,17,0,21,18,0,71,22,0,13,36,22,10,0,16,11,42,20,0,13,62,0,37,0,30,50,18,0,0,55,55,40,19,67,28,19,26,22,41,49,69,0,33,30,21,36
2006-04-01,77,0,12,51,0,0,26,0,37,30,18,20,11,8,23,43,28,44,33,62,16,66,22,31,0,58,0,35,15,18,0.0,20,34,52,0,0,86,61,15,0,0,0,19,5,28,45,25,22,38,44,30,25,8,0,35,30,18,23,25,53,73,59,24,0,25,16,0,24,0,23,41,14,26,36,10,18,5,15,6,54,54,27,0,41,20,39,49,0,33,0,0,45,24,31,15,29,66,54,26,28,19,0,53,13,41,15,0,61,67,39,0,0.0,64,48,35,84,35,66,0,17,31,11,28,12,13,27,39,18,29,55,20,13,0,18,0,16,0,31,0,42,31.0,23,17,0,62,10,75,0,52,16,22,13,36,0,55,27,34,44,66,0,33,26,0,42,55,67,27,6,50,29,20,25,70,28,0,0,48,15,0,0,0,0,34,0,55,30,45,30,0,17,0,17,9,0,76,26,0,13,58,34,0,0,15,12,33,21,22,35,67,0,57,0,47,28,19,0,0,35,67,35,18,67,29,46,0,25,28,35,0,0,55,8,22,36
2006-05-01,39,0,21,42,0,9,32,0,10,32,37,20,10,10,39,22,23,53,55,58,14,42,15,31,78,53,0,24,69,20,79.0,0,37,83,36,0,19,37,14,64,22,0,20,5,27,31,25,20,30,47,30,23,5,0,18,32,17,20,23,57,61,51,39,0,0,22,67,29,0,0,24,16,24,33,25,37,5,26,6,46,12,28,0,21,19,26,42,0,14,0,28,0,36,34,14,45,66,60,23,29,20,0,53,15,46,16,0,26,44,52,0,0.0,75,62,30,39,29,62,0,15,19,5,22,8,45,21,0,12,31,20,17,13,0,39,5,30,0,30,0,74,39.0,38,0,0,53,16,52,0,56,14,10,12,48,0,59,69,31,46,74,0,22,32,14,37,42,90,30,6,71,16,0,30,52,24,0,0,0,13,0,0,10,0,0,0,44,35,41,27,0,21,0,26,15,0,35,23,0,12,33,9,0,0,18,13,25,18,19,24,65,0,6,0,70,22,19,0,0,54,55,32,19,63,27,44,27,25,27,46,91,0,43,15,5,34
2006-06-01,37,0,33,40,0,21,61,0,0,38,26,14,10,9,29,45,33,47,68,68,14,46,43,16,26,58,0,42,40,19,0.0,27,41,32,0,0,46,30,14,13,0,0,20,4,26,0,21,39,0,37,37,17,4,0,23,30,13,0,19,44,64,40,29,0,12,25,38,12,0,0,28,14,22,71,17,29,16,13,6,44,25,31,21,12,0,16,43,0,22,0,15,41,41,24,15,38,63,56,20,14,19,0,48,15,47,17,0,41,17,37,0,0.0,76,64,31,16,27,74,0,29,40,5,22,14,0,28,24,25,25,21,6,9,0,23,6,24,0,26,0,42,30.0,20,33,0,55,10,23,0,70,14,19,12,49,100,58,24,28,31,68,0,10,39,17,47,48,68,29,9,43,21,25,23,57,14,0,0,0,48,0,0,11,0,33,0,41,6,22,0,0,16,0,16,9,0,45,29,0,13,34,28,0,0,14,12,34,19,31,59,58,0,38,0,50,48,19,88,0,42,54,30,18,61,24,32,0,25,20,17,30,0,34,15,24,32
2006-07-01,35,0,24,31,0,11,39,18,41,22,73,13,9,7,27,43,15,24,26,18,14,31,14,18,24,50,0,18,26,14,0.0,35,28,61,32,0,33,33,14,21,25,0,18,4,26,0,0,0,0,34,21,26,7,0,35,19,12,0,21,35,61,39,23,0,0,35,32,37,0,20,40,11,23,39,30,10,0,24,5,30,13,33,25,0,19,28,63,0,60,0,62,0,51,29,12,41,62,47,24,20,20,0,45,13,44,15,0,33,21,47,0,0.0,57,46,10,18,18,96,0,0,40,0,20,10,0,9,11,0,27,10,11,20,0,22,0,8,0,28,0,43,42.0,25,34,0,40,19,58,0,76,14,19,11,29,31,60,0,26,40,57,67,19,35,19,58,44,67,27,6,33,26,9,21,48,0,0,0,26,24,0,0,10,0,28,0,41,26,35,89,0,18,0,10,9,31,22,24,0,13,34,31,8,0,13,11,57,17,13,50,53,0,33,0,63,36,17,0,0,32,59,37,17,55,21,13,0,22,34,18,19,0,54,25,25,30
2006-08-01,28,0,31,42,0,10,9,0,11,29,41,12,10,7,31,62,36,46,38,17,14,14,15,22,0,41,0,13,24,17,0.0,23,33,20,0,0,25,65,14,56,0,0,15,4,27,0,48,0,0,45,30,18,4,0,27,25,16,52,49,48,69,36,26,0,0,22,0,42,0,36,21,14,23,72,16,51,14,22,6,53,11,28,0,0,18,19,53,0,0,0,31,57,27,26,10,40,66,55,19,26,21,0,33,14,40,15,0,34,16,51,0,0.0,56,53,0,49,24,72,16,0,66,9,17,13,12,35,10,30,29,10,10,12,0,30,19,13,0,26,50,26,30.0,20,14,0,62,0,21,0,74,15,9,10,23,0,54,62,23,37,52,0,20,24,0,48,47,66,24,8,56,28,0,20,51,10,0,0,16,55,0,0,0,36,30,0,39,42,45,0,0,21,0,18,11,0,18,23,0,14,47,28,16,0,13,15,21,13,0,26,42,0,25,0,36,44,17,0,0,37,41,33,17,54,29,25,0,24,31,36,34,0,45,52,25,30
2006-09-01,35,0,5,36,0,0,26,18,29,28,59,17,9,7,20,40,36,28,54,65,14,63,9,38,0,69,0,22,31,16,0.0,15,44,31,0,0,47,57,13,43,18,0,17,4,29,0,8,0,0,47,20,19,5,0,33,24,16,40,54,43,58,39,29,0,0,17,0,40,0,0,5,13,23,0,30,9,19,36,6,45,0,30,20,9,0,38,61,0,19,100,13,64,48,27,12,41,62,53,15,23,19,0,43,12,41,16,0,54,32,48,0,0.0,65,31,22,31,28,58,0,17,19,5,22,11,16,55,21,27,32,31,15,14,0,43,10,25,0,31,31,38,18.0,45,62,0,50,9,96,0,64,14,27,11,40,65,48,43,25,24,65,0,23,25,37,24,44,63,23,8,56,26,36,20,44,12,0,0,13,32,0,0,0,0,0,0,30,38,45,20,10,17,0,20,14,0,18,23,0,12,23,26,8,0,13,12,23,21,13,46,51,0,13,0,31,30,17,0,0,28,42,34,18,62,30,16,0,21,33,0,33,0,54,30,37,31
2006-10-01,27,0,45,39,0,32,30,0,28,26,31,29,10,8,24,57,21,51,32,38,16,30,9,38,0,68,0,24,24,16,0.0,0,32,37,50,0,16,45,14,6,0,0,17,4,27,0,0,0,0,52,21,24,5,0,22,23,16,40,0,61,71,54,29,18,11,27,20,28,0,16,22,13,26,0,33,22,14,24,6,47,19,28,0,15,51,37,52,0,53,0,46,61,29,27,16,43,62,66,22,30,19,0,41,11,41,15,0,48,28,37,0,0.0,65,43,27,16,28,52,0,0,20,4,14,8,26,38,19,0,31,10,8,13,0,25,0,40,0,32,23,41,8.0,38,25,0,67,17,22,0,62,14,31,10,23,0,62,40,31,28,59,0,24,35,14,38,43,79,24,6,51,29,32,23,49,31,0,0,9,67,0,0,0,0,0,0,41,30,32,39,0,17,0,26,12,0,18,24,0,12,40,19,0,0,14,12,40,18,0,25,45,0,5,0,34,54,16,0,49,26,47,32,18,61,18,40,0,21,19,44,30,0,14,14,14,32
2006-11-01,24,0,17,45,8,50,23,27,15,25,59,16,10,9,13,34,51,59,8,44,14,21,21,42,46,51,0,10,32,14,41.0,7,29,35,48,0,30,46,15,17,0,0,17,5,27,0,13,29,0,43,28,26,5,0,28,27,17,51,30,39,62,46,23,0,0,34,0,45,0,0,19,15,26,0,47,22,12,22,6,47,10,28,18,20,12,41,50,0,37,0,41,78,38,32,14,23,62,60,22,21,19,0,43,12,33,16,0,49,35,41,0,0.0,67,55,33,0,33,51,7,0,15,12,20,14,11,36,0,51,29,26,16,14,88,37,0,22,0,31,0,41,8.0,9,23,0,52,9,42,0,51,14,8,12,60,0,63,41,34,44,89,0,27,31,0,39,45,71,24,9,57,23,24,20,68,62,0,0,21,19,0,0,15,0,25,0,32,27,33,38,11,19,0,21,13,0,0,20,0,12,55,26,0,0,16,12,25,20,0,44,46,28,48,0,29,52,15,88,0,33,50,32,18,60,23,28,0,18,29,0,23,0,44,32,29,31
2006-12-01,50,0,36,37,0,25,0,0,16,22,17,11,9,7,16,40,22,20,38,33,13,39,9,25,0,42,0,23,44,11,0.0,7,28,45,0,0,69,45,13,24,0,0,13,5,23,0,19,0,0,32,18,28,6,0,28,25,18,0,0,38,59,34,29,0,12,18,44,25,0,34,6,13,22,23,21,57,22,25,5,41,11,26,21,10,35,32,40,0,0,0,39,50,22,25,16,28,59,44,21,22,16,0,42,12,28,15,0,49,30,22,0,0.0,67,53,5,0,26,48,0,0,35,4,21,5,17,27,20,16,24,25,13,9,64,33,0,24,0,33,0,43,19.0,41,42,0,51,12,50,0,66,14,9,9,26,33,47,85,33,36,63,63,26,26,0,40,34,67,25,6,46,28,49,21,45,34,0,0,22,21,0,0,0,35,0,0,32,28,32,65,0,13,0,20,8,23,0,19,0,11,37,24,0,0,14,12,29,17,0,21,52,0,40,0,35,51,15,0,0,26,45,30,15,53,18,45,21,18,28,0,19,0,54,28,52,28
2007-01-01,51,0,19,31,10,7,14,11,0,23,15,9,9,9,29,34,18,23,19,31,15,10,40,29,0,37,0,11,0,12,0.0,6,29,58,18,0,27,15,14,10,0,0,12,4,26,31,6,0,25,39,14,19,6,0,18,23,18,16,15,44,63,30,22,0,11,26,0,19,0,27,18,12,25,0,11,20,3,8,6,42,8,30,0,30,29,27,42,0,21,0,53,23,34,32,14,36,60,53,21,24,21,0,35,13,48,17,0,32,25,29,0,0.0,53,45,37,48,24,47,6,0,42,4,23,9,24,16,8,0,24,7,23,10,0,33,10,20,0,33,0,48,15.0,35,21,0,38,9,96,0,57,15,9,10,42,28,51,59,26,37,65,0,29,29,0,22,39,70,26,6,45,20,45,24,55,38,0,0,36,32,0,0,0,0,0,0,37,27,37,0,11,17,0,19,17,0,77,26,0,11,37,26,5,0,14,11,28,16,23,54,49,27,5,0,35,52,17,0,18,46,50,31,18,60,22,40,0,25,23,36,26,0,38,73,25,31
2007-02-01,51,0,23,26,0,21,12,0,15,24,26,36,9,7,29,44,29,46,12,52,14,10,29,48,27,48,0,28,35,14,0.0,13,32,23,0,0,66,29,13,25,18,0,14,4,21,0,13,30,0,44,11,12,4,0,35,28,16,48,31,44,58,33,26,13,12,17,0,17,0,0,5,13,25,0,13,24,0,25,5,25,25,24,0,7,33,20,40,0,100,0,46,0,44,26,17,38,58,46,17,22,18,0,35,11,42,15,0,37,28,38,0,0.0,57,40,28,25,24,40,6,0,57,9,14,11,35,32,17,13,24,13,26,7,0,30,0,33,0,32,0,21,56.0,17,20,0,39,20,20,0,57,14,25,9,34,25,44,53,29,14,70,0,24,33,30,39,37,62,25,6,44,25,6,18,51,37,0,0,20,42,0,0,0,0,0,0,40,22,31,54,0,17,0,18,8,0,21,24,0,11,43,13,6,0,15,12,31,16,0,43,42,0,23,0,53,36,15,0,0,33,48,37,17,61,20,31,21,20,19,42,54,0,36,6,32,31
2007-03-01,58,0,20,26,0,6,0,12,30,26,32,16,9,7,26,51,22,29,35,61,14,34,17,46,18,55,0,30,0,16,0.0,44,29,31,14,0,30,23,14,13,0,0,16,5,23,0,29,0,0,37,14,19,4,0,21,27,16,15,0,43,49,28,23,10,24,23,0,27,0,0,22,13,23,23,18,15,8,18,6,36,8,27,15,23,37,24,41,0,0,0,58,26,32,25,15,41,59,51,21,19,18,0,35,12,33,14,0,59,15,35,0,0.0,46,55,18,10,23,37,0,0,45,0,17,10,16,33,8,31,34,11,6,12,0,11,3,45,0,30,0,51,43.0,19,21,0,42,6,45,0,59,15,14,12,33,25,53,18,30,34,57,44,29,20,12,43,40,59,24,7,46,12,30,19,50,45,0,0,10,16,0,0,12,0,18,0,28,22,28,0,8,19,0,23,10,0,100,22,0,12,34,12,15,0,16,12,35,18,0,33,43,20,34,45,34,37,14,0,0,34,51,30,17,61,38,32,15,19,22,24,51,0,13,39,38,30
2007-04-01,41,0,14,34,9,21,38,0,12,26,38,4,9,7,26,36,24,29,27,66,14,19,16,12,0,61,0,15,30,15,50.0,10,27,21,0,0,26,30,14,33,27,0,17,5,25,25,6,33,0,41,18,15,4,0,29,20,15,16,25,42,70,29,24,0,23,32,27,15,0,0,25,14,24,22,27,31,3,19,5,40,8,31,15,12,38,41,52,0,15,0,20,28,39,30,15,29,53,40,20,14,19,0,35,12,37,15,0,41,30,32,0,0.0,57,41,26,12,39,30,7,17,23,4,18,8,9,25,16,0,36,11,13,11,0,44,6,48,0,30,0,35,32.0,23,23,0,42,11,43,0,52,13,0,10,29,0,45,0,27,59,65,0,16,30,15,37,44,56,24,6,47,25,25,24,53,21,0,0,32,17,0,0,6,0,20,0,41,16,25,15,16,18,0,19,10,0,0,28,0,13,50,14,14,0,14,11,43,18,7,44,45,22,11,0,42,39,13,0,0,26,56,33,18,60,24,35,33,23,25,12,52,0,23,18,36,30
2007-05-01,44,0,19,18,14,7,21,0,6,28,13,14,10,8,17,25,17,34,26,36,13,58,37,34,48,49,0,26,40,17,0.0,20,29,42,0,0,53,37,13,23,0,0,18,5,25,19,23,33,0,42,18,21,7,0,19,30,16,39,12,51,54,35,23,11,18,22,0,23,0,12,26,13,23,35,34,11,2,31,5,38,15,27,0,6,27,35,55,0,36,0,18,23,49,28,14,27,57,60,20,22,18,0,39,14,41,16,0,52,27,38,0,0.0,59,47,29,34,17,49,0,24,30,11,16,10,18,25,13,0,33,9,25,9,0,36,2,19,0,33,23,48,7.0,34,9,0,35,27,42,0,49,13,6,11,24,21,50,16,31,23,64,36,22,28,11,34,38,54,26,7,47,27,30,21,54,16,0,0,9,55,0,0,12,0,0,0,41,21,22,56,0,16,0,25,10,0,45,24,0,12,46,13,10,0,16,13,24,19,12,21,40,19,21,0,36,30,14,0,0,44,54,36,17,62,27,52,0,20,22,36,13,0,57,18,46,31
2007-06-01,39,0,25,26,7,7,14,11,18,34,46,3,9,6,19,41,14,31,23,38,14,10,32,33,16,44,0,25,46,16,0.0,29,24,43,44,0,84,42,14,33,0,0,20,4,22,0,31,25,0,40,13,20,8,0,22,26,17,25,23,44,63,35,30,0,9,25,0,18,0,0,6,11,21,0,10,32,13,26,5,39,21,21,64,19,18,40,48,0,0,0,63,50,30,29,14,27,57,53,18,28,17,0,38,13,49,17,0,39,21,41,0,0.0,58,35,30,31,24,64,10,0,27,4,16,9,12,25,13,24,23,10,19,12,74,25,3,27,0,31,28,38,23.0,18,41,0,32,5,65,0,51,14,19,11,25,0,48,18,27,18,62,0,16,29,0,44,43,62,25,6,33,20,19,17,47,30,0,0,0,0,0,0,6,0,0,0,38,26,31,14,13,14,0,20,11,19,18,23,0,12,31,19,0,0,13,13,30,19,0,47,39,59,39,100,56,30,12,0,19,37,47,28,17,55,26,41,15,23,23,41,39,0,45,22,27,30
2007-07-01,60,0,16,28,8,15,20,28,28,26,17,22,9,8,29,57,26,31,37,23,14,26,29,21,27,48,0,22,26,14,0.0,29,25,45,17,0,44,45,15,38,15,0,17,4,21,24,9,0,0,43,14,22,9,0,35,21,14,58,41,37,54,26,25,19,34,27,0,22,0,26,23,13,21,0,22,27,10,21,5,42,15,22,16,20,30,36,46,0,18,0,17,15,24,29,11,33,58,52,19,22,18,0,31,12,42,17,0,51,30,32,0,0.0,54,57,22,72,26,43,0,0,24,4,20,12,15,16,24,44,28,13,15,10,0,6,4,17,0,27,0,29,39.0,16,20,0,33,10,52,0,52,14,6,12,28,0,49,0,23,35,59,0,15,27,0,45,40,62,28,6,32,24,0,18,44,27,0,0,7,28,0,0,9,0,0,0,40,25,31,40,0,14,0,14,8,0,14,23,0,14,43,18,0,0,13,11,46,16,0,47,43,21,20,93,31,27,12,0,21,33,35,35,17,56,33,27,11,21,22,12,46,0,51,13,55,28
2007-08-01,24,0,15,31,19,29,39,0,11,31,55,7,10,8,28,48,31,31,27,21,14,18,19,38,0,53,0,20,11,17,0.0,5,30,43,16,0,32,41,15,38,11,0,16,3,22,0,10,24,0,39,18,19,2,0,33,26,15,16,13,41,65,35,24,0,53,22,0,34,0,0,13,10,23,43,22,21,9,17,6,38,7,25,0,30,35,27,37,0,64,0,73,20,32,25,11,33,60,49,17,18,14,0,37,13,38,16,0,48,33,35,0,0.0,54,45,11,56,25,57,3,0,39,0,17,11,7,30,25,14,26,7,11,12,0,40,5,24,0,27,20,37,16.0,20,28,17,31,4,91,0,45,14,11,11,31,0,47,14,22,23,68,100,22,26,39,35,40,55,23,7,39,24,13,18,49,19,0,30,8,45,0,0,5,0,17,0,34,22,30,25,6,17,0,10,10,0,15,22,0,13,36,21,11,0,12,12,26,17,7,41,38,0,29,0,35,39,12,0,21,41,43,31,16,53,25,23,0,19,21,44,67,0,23,23,34,28
2007-09-01,35,0,8,29,6,6,21,9,16,28,15,12,9,7,32,40,30,39,21,42,15,31,36,48,45,71,0,20,11,17,0.0,18,27,45,11,0,43,54,14,26,30,0,16,4,23,0,20,0,18,48,15,16,6,0,24,26,18,28,42,40,63,34,20,20,31,27,0,21,0,0,22,12,22,0,31,12,11,25,6,38,14,26,14,16,12,34,38,0,17,0,32,27,42,28,12,26,53,56,19,19,16,0,37,12,35,14,0,50,35,34,0,0.0,56,42,24,16,26,57,3,12,46,7,14,16,17,16,18,14,27,20,10,15,67,36,3,23,0,29,20,40,22.0,23,17,0,30,9,66,0,42,14,12,11,36,0,41,29,27,34,62,0,17,30,0,46,39,63,23,6,48,22,25,16,50,38,0,0,0,30,0,0,0,0,29,70,36,15,27,55,0,17,0,19,12,18,27,22,0,14,39,15,11,0,14,11,30,17,0,25,39,0,26,37,37,45,14,0,0,39,50,30,17,62,24,30,12,20,25,0,41,0,15,17,18,30
2007-10-01,35,0,36,50,17,6,14,9,9,26,18,15,9,8,35,55,22,43,22,34,15,7,24,30,24,42,0,17,18,15,0.0,0,26,62,32,0,9,32,16,40,0,0,17,4,22,21,16,0,0,42,15,17,6,0,13,25,14,34,27,42,58,48,21,0,22,21,0,22,0,22,16,11,25,19,27,10,0,25,5,39,25,23,24,12,22,40,47,0,0,0,48,6,36,24,13,26,55,47,21,19,20,0,39,11,40,16,0,55,26,34,0,0.0,61,52,20,21,27,51,6,15,54,9,20,11,9,15,20,19,26,21,14,17,0,17,0,26,0,29,19,43,34.0,11,8,18,43,7,35,0,48,16,0,10,36,51,47,79,30,40,58,44,17,29,12,32,39,62,22,7,50,32,41,16,43,34,0,0,0,29,0,0,4,0,0,0,44,23,31,13,0,17,0,20,8,0,42,18,0,13,47,22,18,0,15,12,53,18,17,23,39,16,14,0,32,57,14,0,17,34,46,31,17,62,22,33,0,17,22,16,36,0,33,34,27,31
2007-11-01,52,0,23,53,0,11,50,0,42,26,33,9,9,8,24,41,28,46,26,41,16,25,34,49,27,53,0,20,34,15,0.0,12,25,25,0,0,55,26,16,34,11,0,15,4,20,22,16,0,34,36,16,22,7,0,29,23,17,20,18,41,50,38,26,0,7,29,54,38,0,0,26,14,23,53,16,23,8,21,5,44,12,25,36,12,22,26,35,0,15,0,7,46,36,25,14,26,53,52,21,17,19,0,36,13,36,16,0,39,33,32,0,0.0,59,54,27,21,36,55,3,14,55,6,18,10,9,16,16,20,24,19,29,11,0,16,8,35,0,29,0,60,14.0,21,7,0,34,17,39,0,48,15,16,9,26,58,47,55,31,17,60,0,18,25,32,32,37,52,30,7,42,16,52,16,47,42,0,0,18,16,0,0,11,0,0,33,46,21,31,24,10,17,0,15,10,0,13,17,0,13,41,27,15,0,14,12,22,19,0,24,37,0,21,0,26,41,12,0,0,23,53,27,17,60,27,25,0,16,16,13,56,0,39,39,24,30
