date,Åland Islands,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Plurinational State of Bolivia,"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Democratic Republic of the Congo,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands (the) [Malvinas],Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Islamic Republic of Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Republic of Korea,Kuwait,Kyrgyzstan,Lao People's Democratic Republic (the),Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Republic of North Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Federated States of Micronesia,Republic of Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,"Palestine, State of",Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Réunion,Romania,Russian Federation,Rwanda,Saint Barthélemy,"Saint Helena, Ascension and Tristan da Cunha",Saint Kitts and Nevis,Saint Lucia,French part Saint Martin,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Dutch part Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Svalbard and Jan Mayen,Sweden,Switzerland,Syrian Arab Republic,Province of China Taiwan,Tajikistan,"Tanzania, United Republic of",Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United States of America,Uruguay,Uzbekistan,Vanuatu,Bolivarian Republic of Venezuela,Viet Nam,British Virgin Islands,Virgin Islands (U.S.),Western Sahara,Yemen,Zambia,Zimbabwe
2020-10-31 14:00:00,2.0,4,12,0,2,4,0,6,7,6,7,6,2,5,11,4,6,8,4,2,6,9,8,4,5,6,3,4,5,4,2,3,5,2,8,7,5,8,2,6,3,4,3,3,5,5,0,5,8,3,3,8,3,3,2,4,4,7,4,9,4,7,31,4,3,3,0,5,6,2,1,6,12,4,7,5,2,8,4,1,1,,1,17,5,3,8,7,7,3,7,3,2,4,7,14,5,15,3,3,6,2,7,9,3,6,8,3,,18,6,13,15,2,4,5,5,17,12,2,1,3,3,3,9,5,3,8,2,5,2,10,2,0,6,14,6,9,3,0,8,6,6,0,11,2,4,5,6,19,9,8,4,4,7,10,3,3,18,4,6,14,3,3,4.0,4,1,3,7,3,4,8,3,4,2,0,4,14,3,3,5,7,3,3,9,4,12,2,3,23,5,5,3,2,7,20,12,0,3,2,17,4,9,6,7,25,4,0,5,5,2,25,4,3,8,5,3,24,4,15,10,2,17,11,24,2,18,4,4
2020-10-31 15:00:00,0.0,5,11,0,2,6,0,7,7,8,12,6,2,6,17,3,7,8,4,2,5,7,6,5,5,11,2,2,5,3,2,4,4,3,9,7,5,10,2,4,3,4,3,0,5,6,0,6,8,3,4,8,2,3,3,8,2,7,4,9,6,7,0,4,7,4,0,2,9,3,1,7,6,7,8,6,2,7,2,1,0,,1,15,6,2,7,3,6,3,7,3,2,5,8,15,6,20,3,3,7,2,6,10,2,6,9,3,,20,7,18,9,3,4,8,6,21,5,3,2,3,2,4,13,5,5,6,2,0,3,11,2,5,6,0,8,8,2,0,7,4,6,0,12,2,6,5,7,16,10,34,4,5,7,0,5,3,10,3,6,14,3,2,4.0,4,2,3,7,3,4,10,0,6,2,0,1,24,1,0,6,8,3,0,7,3,1,2,2,0,6,5,3,2,9,18,8,0,3,2,18,4,11,5,7,27,6,0,5,6,2,18,12,4,8,6,3,25,4,18,0,2,20,20,23,8,18,4,4
2020-10-31 16:00:00,4.0,5,13,0,2,6,15,6,8,6,14,6,2,6,14,5,7,6,5,2,9,8,3,4,5,8,3,2,7,6,2,5,4,2,8,7,5,8,3,3,4,4,3,6,5,7,0,6,8,3,3,8,3,4,3,8,4,5,5,9,5,11,0,5,7,4,0,2,8,3,1,0,7,6,4,6,2,8,4,1,1,,2,17,7,3,7,7,5,3,6,4,2,7,8,16,6,21,3,4,8,2,6,9,2,6,11,3,,21,8,15,16,4,4,6,4,20,6,3,2,2,2,3,6,5,5,7,2,6,2,6,2,2,6,0,7,6,3,0,7,5,6,0,10,3,0,6,7,12,9,15,4,4,7,9,5,3,12,4,6,15,4,2,4.0,4,2,3,8,3,9,9,6,6,7,0,3,0,2,3,5,8,3,3,5,3,7,3,3,7,5,6,3,2,9,17,5,0,3,3,21,4,8,6,7,46,5,0,6,5,2,39,10,4,9,5,3,25,5,15,0,2,21,13,20,4,19,4,5
2020-10-31 17:00:00,3.0,5,12,0,4,6,0,8,11,6,11,7,2,6,14,5,8,7,5,2,4,8,7,3,7,11,3,4,6,6,4,6,4,3,11,7,4,6,1,6,5,4,3,3,5,6,10,5,9,3,3,8,3,4,3,5,1,5,4,8,4,5,0,6,8,4,0,3,8,4,2,1,10,7,6,6,2,7,3,1,3,,4,26,7,2,4,14,7,3,7,4,2,5,9,17,6,21,3,4,7,2,7,10,3,6,10,3,,21,8,17,15,4,5,9,4,20,3,4,1,2,3,4,12,5,2,6,2,0,3,9,2,3,6,0,8,8,4,0,6,7,8,0,11,3,14,6,6,23,8,0,5,4,7,0,5,3,18,4,5,17,3,2,5.0,4,2,3,8,3,0,9,1,6,2,3,3,5,2,0,5,12,3,2,3,3,13,2,3,8,5,6,2,2,8,22,9,0,3,3,19,4,9,7,7,11,5,0,5,6,2,18,8,4,11,6,3,25,5,20,0,2,22,16,21,7,19,4,5
2020-10-31 18:00:00,0.0,5,13,0,3,5,0,9,7,6,11,7,2,7,12,5,9,4,5,4,7,8,8,3,6,7,3,5,6,2,3,4,6,5,7,6,4,7,3,5,4,4,4,8,5,6,0,6,9,4,3,6,3,5,4,4,3,6,4,8,6,9,37,5,3,4,9,5,3,4,2,5,3,8,14,7,2,7,2,2,1,,4,14,6,3,5,4,6,3,7,4,2,6,11,18,6,22,3,3,8,2,6,11,5,7,11,4,,21,9,19,19,4,7,10,4,22,6,4,2,4,2,3,12,5,5,5,2,28,4,12,2,0,6,0,7,3,5,0,7,5,6,0,12,4,4,7,7,12,9,29,5,5,7,46,6,3,25,4,6,19,5,2,4.0,5,2,4,9,3,0,10,4,6,19,3,3,8,2,0,6,8,4,0,5,4,9,2,5,0,7,6,4,2,8,23,9,0,4,3,24,4,17,7,7,16,5,0,6,7,2,29,6,4,9,7,3,24,5,19,0,2,22,0,33,9,21,4,5
2020-10-31 19:00:00,2.0,5,13,4,2,5,0,15,6,11,12,8,2,7,14,5,9,7,6,3,7,7,5,4,5,0,3,3,6,5,3,5,6,3,9,7,4,14,4,7,4,4,3,0,6,7,0,6,9,4,3,4,3,4,4,7,2,6,5,10,5,11,0,6,2,5,0,2,5,3,3,5,6,8,10,6,2,7,2,2,3,,3,10,7,3,9,3,6,3,6,5,3,5,13,18,6,25,3,4,6,3,7,11,5,7,11,4,,19,8,17,21,4,6,7,7,27,4,4,3,1,2,4,12,6,6,8,3,6,2,12,2,2,6,0,7,3,3,8,7,6,9,0,14,4,12,6,6,12,10,41,5,5,8,0,6,3,19,4,6,20,4,2,5.0,5,2,3,9,4,0,9,5,5,7,0,2,10,2,0,7,9,3,0,6,3,11,3,4,0,7,6,4,2,9,25,8,0,4,4,26,4,12,8,7,37,5,0,7,6,3,23,4,5,10,7,3,24,4,22,0,2,22,32,21,17,19,4,5
2020-10-31 20:00:00,1.0,4,12,0,5,6,0,10,7,8,11,8,2,8,16,5,10,8,6,3,9,8,7,4,6,11,3,6,8,5,3,5,4,4,9,7,4,8,2,8,4,3,3,0,7,8,0,6,9,4,3,10,4,4,5,5,4,7,5,10,5,6,0,6,9,4,0,9,5,4,2,8,6,8,10,6,3,8,4,2,4,,4,25,7,2,10,10,7,3,6,4,3,6,15,17,6,23,3,4,6,3,7,10,4,7,11,5,,22,9,21,26,4,5,6,12,25,7,4,3,3,3,3,9,6,7,7,4,0,3,8,3,3,6,0,7,9,4,0,8,5,10,0,18,4,11,6,5,12,11,14,5,4,9,21,6,3,13,4,6,21,4,4,5.0,6,1,4,9,5,4,11,3,4,9,0,3,6,3,3,7,9,3,0,6,4,8,4,4,18,9,8,4,3,7,24,17,0,4,3,22,4,5,10,8,12,7,8,6,8,3,33,11,6,10,7,4,24,5,17,15,3,22,21,27,4,19,5,6
2020-10-31 21:00:00,1.0,4,14,3,2,6,10,11,7,10,10,8,3,7,13,4,11,10,6,3,7,6,6,6,6,4,3,5,5,2,3,5,7,2,5,7,5,8,4,5,4,5,3,0,6,11,7,6,7,4,3,10,4,4,4,4,4,7,5,11,5,10,0,5,1,4,11,5,5,4,2,4,7,8,9,7,3,8,5,2,6,,1,30,7,2,9,6,6,3,6,4,3,5,14,15,7,22,4,6,7,2,7,10,7,7,10,6,,20,8,15,28,4,6,8,7,17,6,4,3,2,3,7,10,5,7,6,3,8,3,10,2,4,6,0,8,0,5,0,8,5,5,0,15,5,5,5,6,17,12,19,6,5,8,11,6,3,9,4,6,19,4,4,6.0,5,4,4,10,4,0,10,5,7,5,0,2,5,1,0,7,9,3,0,6,4,11,4,4,6,7,7,4,2,9,24,10,0,4,4,21,4,16,8,7,8,6,9,5,6,3,15,7,5,10,7,4,24,4,27,3,3,24,0,28,9,20,6,7
2020-10-31 22:00:00,3.0,7,13,6,4,8,0,12,7,10,22,7,3,13,14,7,13,10,8,4,6,6,4,3,5,8,3,4,6,5,3,5,4,2,8,10,5,9,2,8,4,6,3,0,8,13,0,7,14,4,4,7,5,5,4,5,4,8,5,11,4,8,0,5,8,5,0,4,10,4,3,3,7,11,11,7,3,9,8,2,4,,4,20,7,4,14,3,7,4,7,5,3,8,13,16,7,23,5,7,9,3,8,13,5,8,10,7,,25,11,17,24,5,5,4,9,24,5,4,3,2,4,3,27,6,8,12,3,0,4,12,3,0,7,15,10,5,3,7,9,3,7,0,19,5,5,5,6,14,14,35,6,6,10,0,6,4,13,4,6,16,4,6,5.0,6,0,5,10,5,5,10,4,5,7,3,3,3,3,0,8,12,3,0,6,5,15,4,5,5,13,8,7,3,7,26,11,0,4,4,28,5,10,12,8,13,6,17,6,7,3,32,6,7,10,8,5,26,5,21,5,3,23,16,29,13,26,7,4
2020-10-31 23:00:00,6.0,7,12,0,6,5,0,8,9,11,11,6,3,7,17,7,10,10,6,4,13,11,8,3,6,19,3,2,7,4,4,8,40,2,7,15,5,8,0,14,6,5,3,0,10,10,0,7,13,4,5,13,6,5,5,12,1,7,5,11,6,9,0,5,4,5,0,4,9,4,3,6,9,10,11,7,5,10,9,2,1,,4,17,8,3,14,10,7,4,7,5,4,9,10,14,7,23,5,6,8,4,7,11,6,8,11,7,,22,11,9,14,4,6,11,11,24,6,4,4,4,4,8,10,5,7,10,3,0,4,9,4,13,6,0,12,4,4,7,9,6,7,0,10,5,6,5,7,23,16,47,5,5,10,6,7,4,11,4,6,14,5,3,5.0,7,4,6,9,5,5,13,6,6,4,0,4,2,2,0,8,11,4,0,9,5,10,5,4,10,5,7,1,3,9,27,14,0,4,4,28,5,14,10,7,18,8,0,6,9,3,12,11,7,9,8,5,26,5,25,2,3,17,9,27,4,21,7,7
2020-11-01 00:00:00,0.0,6,15,2,4,5,17,11,7,12,10,6,4,7,12,6,8,10,5,4,9,14,9,7,7,14,3,3,6,5,4,8,27,4,7,12,6,7,0,10,8,5,5,0,11,10,0,7,14,6,4,9,5,5,4,3,1,7,6,12,6,0,0,5,0,4,14,4,8,5,2,6,14,10,14,8,4,9,5,3,6,,4,18,8,5,20,17,9,3,9,5,3,13,8,13,7,23,6,8,10,4,7,9,7,8,8,6,,21,10,5,15,5,5,28,12,20,5,5,4,4,3,2,11,5,6,10,5,0,5,12,1,0,6,0,9,6,5,0,9,9,6,0,12,5,7,5,7,19,20,5,5,7,9,0,9,4,10,4,7,14,5,3,6.0,4,4,5,9,4,9,13,3,4,4,3,6,2,0,0,8,14,4,0,13,4,8,5,6,2,16,7,5,3,8,28,9,0,5,4,27,5,9,9,7,17,10,7,5,9,3,11,13,8,11,7,6,27,5,25,2,4,15,13,25,8,21,6,9
2020-11-01 01:00:00,0.0,5,16,3,0,5,8,11,9,11,16,6,3,5,14,6,7,8,6,4,9,16,7,7,7,4,4,1,6,5,4,10,0,1,11,15,6,11,16,0,5,5,4,0,10,11,0,7,15,3,5,7,4,4,4,13,2,5,5,13,7,0,0,5,15,5,0,4,6,5,2,4,8,9,11,11,4,12,21,3,5,,6,15,9,1,20,11,9,4,8,5,3,10,8,13,8,26,6,5,8,4,7,10,9,9,10,5,,20,9,11,14,6,6,15,12,26,0,4,2,3,5,5,18,5,2,13,5,7,4,14,2,0,6,11,12,8,2,8,9,5,5,0,12,7,8,5,6,37,21,21,5,3,8,5,8,4,11,3,7,14,5,4,5.0,5,3,5,8,3,11,14,4,8,5,4,4,9,0,0,8,15,4,0,7,4,6,4,6,7,7,8,4,3,7,23,13,0,4,5,24,5,6,6,8,10,10,16,7,8,4,21,18,8,12,7,7,28,6,13,8,4,15,3,36,4,28,7,5
2020-11-01 02:00:00,0.0,11,12,3,0,6,0,10,10,8,14,5,3,8,11,5,7,10,5,4,8,19,6,4,7,9,3,5,7,5,3,7,5,2,8,10,6,10,17,8,5,5,4,8,11,17,8,6,12,4,4,7,5,5,3,3,2,8,5,10,6,0,0,5,7,5,0,7,10,4,3,4,2,9,7,7,4,13,0,3,0,,5,15,9,2,15,0,5,4,8,4,3,9,9,15,8,22,6,7,6,4,7,9,0,7,6,5,,20,9,13,24,5,4,6,4,17,0,3,2,4,2,7,17,5,6,6,0,0,6,12,2,0,7,0,4,8,3,10,9,7,5,0,13,7,10,5,8,16,22,10,5,3,7,0,6,4,8,5,7,13,5,3,6.0,5,1,4,7,2,0,16,2,5,3,0,2,5,0,0,8,22,5,6,13,4,15,3,3,13,4,9,6,3,7,26,16,0,5,4,24,4,12,6,8,15,6,0,7,12,3,28,11,3,9,7,7,29,6,16,7,4,16,16,18,12,22,8,8
2020-11-01 03:00:00,6.0,3,18,3,11,7,0,21,10,4,19,5,3,7,17,5,6,13,2,3,8,17,10,4,5,12,2,7,7,5,1,8,5,3,9,11,6,10,0,0,5,5,4,5,6,15,8,6,17,5,4,6,6,5,4,6,4,8,6,12,6,13,0,3,4,4,0,0,12,4,3,5,7,10,15,5,4,10,0,3,8,,3,13,9,0,22,0,8,5,8,4,2,9,10,14,8,29,5,4,7,4,7,9,12,10,8,4,,22,10,13,17,2,5,20,15,37,21,3,2,3,3,3,16,5,6,24,3,6,6,11,2,0,7,13,5,8,9,0,10,3,5,0,13,6,5,5,6,15,16,18,5,4,7,9,7,4,6,5,8,12,4,3,6.0,6,3,3,7,3,0,15,8,5,4,0,4,13,0,0,9,17,4,5,8,4,18,3,6,7,5,8,4,4,8,25,11,0,4,4,22,4,9,7,8,25,15,8,8,10,3,27,8,4,8,7,9,30,6,13,0,4,15,12,34,18,14,5,7
2020-11-01 04:00:00,3.0,6,12,0,7,9,0,17,11,5,16,5,3,6,13,5,6,7,4,3,8,8,0,6,7,0,3,4,8,4,3,5,8,5,7,9,6,9,5,11,5,5,4,4,8,4,8,7,12,4,3,7,4,3,4,6,2,9,6,11,6,9,0,4,1,4,0,8,4,3,2,5,10,14,16,3,4,8,0,2,0,,2,14,8,9,17,61,11,4,6,4,2,14,10,14,6,25,6,14,6,4,7,8,3,9,8,5,,21,11,15,12,3,7,10,4,18,15,2,4,3,2,1,17,5,5,8,4,3,1,7,3,0,7,0,4,8,1,0,9,5,6,0,10,6,5,5,5,24,12,28,7,3,7,8,5,4,8,4,8,12,3,3,5.0,5,3,3,7,4,0,13,3,5,0,0,8,2,0,21,8,10,2,3,9,3,10,2,2,0,8,9,4,4,9,17,14,0,5,4,21,5,16,7,8,19,7,7,6,6,3,19,18,5,7,7,10,32,5,14,12,4,16,7,39,0,14,6,6
2020-11-01 05:00:00,3.0,3,11,3,5,7,0,3,10,6,14,5,3,6,15,4,6,8,4,3,8,7,12,4,7,0,3,4,8,5,2,8,9,0,8,7,6,11,4,1,5,4,4,4,7,6,7,6,17,2,4,4,4,3,4,4,12,10,5,10,7,0,0,5,1,4,0,30,5,3,2,0,9,8,10,4,4,9,19,2,0,,1,23,8,0,15,45,10,4,8,4,2,5,10,14,6,23,6,14,6,3,7,8,3,7,9,4,,20,9,12,11,3,7,12,8,21,11,3,5,2,2,4,14,5,5,10,3,0,6,5,3,2,6,0,7,5,2,0,9,5,6,0,11,4,6,6,6,9,10,10,6,3,7,8,6,4,10,5,7,13,3,4,4.0,5,3,3,7,2,0,12,4,5,16,0,0,5,0,9,5,10,3,3,9,3,19,4,4,5,6,8,4,3,10,23,8,0,4,4,24,4,14,7,8,14,3,0,9,8,3,21,17,5,7,6,8,33,6,18,7,3,19,34,26,44,16,6,6
2020-11-01 06:00:00,2.0,3,12,3,2,4,0,0,11,6,5,6,3,6,9,5,6,7,4,3,7,7,21,4,5,0,2,6,7,4,3,8,5,15,8,6,5,8,11,6,5,4,4,8,6,14,0,6,6,3,4,0,3,3,4,6,7,10,5,11,7,0,0,4,6,5,0,9,5,3,2,0,10,14,15,6,4,9,0,2,7,,3,21,8,4,19,0,6,3,7,4,2,11,10,13,6,22,6,3,6,3,8,8,1,7,9,5,,21,10,12,16,3,6,13,4,24,13,3,4,3,2,2,10,5,3,10,4,5,7,6,2,2,6,0,6,7,4,0,10,7,5,0,11,4,7,5,6,13,11,19,5,3,7,0,6,4,13,5,8,12,3,2,7.0,5,3,4,7,4,33,11,0,5,0,0,6,4,6,5,5,19,3,0,10,3,0,5,4,3,6,7,6,3,7,19,5,0,4,4,23,4,15,8,7,15,7,0,5,7,2,29,17,5,8,6,5,30,6,17,11,4,20,0,38,34,11,5,5
2020-11-01 07:00:00,1.0,5,12,3,7,7,0,9,10,8,13,6,3,6,15,5,6,7,5,3,2,9,12,4,5,0,3,4,6,4,2,4,8,0,7,8,5,18,5,6,4,5,4,0,6,7,9,6,6,4,3,5,4,4,5,6,8,9,5,11,7,5,0,6,6,5,0,5,10,3,2,0,14,5,8,6,4,8,4,2,7,,4,15,9,4,12,8,6,6,7,4,3,9,9,14,6,25,5,5,5,3,9,9,4,6,9,4,,22,8,11,17,4,6,4,6,23,7,3,3,2,2,4,13,5,4,9,2,0,3,15,4,0,6,39,6,9,4,0,11,7,6,0,11,4,9,5,9,16,11,25,5,4,6,9,5,4,17,3,9,12,4,3,5.0,5,2,4,7,3,0,13,0,0,0,0,0,3,1,0,6,14,3,3,8,3,9,4,4,8,6,6,8,3,10,21,18,0,5,4,19,4,10,6,9,41,8,0,4,8,2,33,0,6,8,6,4,28,10,15,15,4,18,25,17,0,17,6,6
2020-11-01 08:00:00,1.0,6,12,3,6,8,0,0,9,8,25,7,3,7,13,5,6,12,5,3,8,7,4,5,4,48,2,4,5,6,3,5,2,1,8,8,5,5,5,5,4,4,4,4,7,6,16,6,8,3,4,0,4,4,5,4,9,7,5,10,7,0,0,5,5,4,0,2,5,3,2,0,10,7,6,6,4,9,6,2,0,,5,19,7,2,15,5,9,3,7,3,3,8,10,14,6,22,6,6,5,3,10,9,5,6,9,5,,19,10,12,16,4,6,8,10,25,7,3,3,3,3,3,19,5,5,8,2,0,1,13,3,3,6,21,8,7,3,0,9,7,6,0,11,4,10,6,5,16,12,19,7,4,6,8,5,3,17,4,8,12,4,3,8.0,5,4,3,8,6,0,11,6,6,0,0,0,6,3,7,5,13,4,6,7,3,19,4,5,2,9,7,5,3,10,21,12,0,6,4,24,4,15,8,4,20,3,11,6,7,3,26,0,5,9,6,4,27,6,14,9,4,16,0,0,9,15,6,6
2020-11-01 09:00:00,5.0,5,11,8,3,7,0,6,8,8,21,7,2,5,11,5,5,5,5,2,4,10,12,5,3,0,3,3,5,7,3,3,5,7,4,8,6,0,4,5,4,4,3,0,5,8,0,8,8,4,4,0,5,4,4,8,5,8,5,10,2,2,0,5,5,5,0,5,6,3,2,5,16,8,14,6,3,8,2,2,9,,3,17,9,4,11,15,5,4,9,3,3,7,9,14,6,21,5,6,5,3,6,13,3,6,10,5,,19,8,15,9,3,6,9,13,18,8,3,3,2,4,4,10,5,5,6,2,0,2,11,3,0,5,0,7,6,5,0,9,7,5,0,10,4,4,7,5,14,11,13,6,4,6,4,5,5,13,5,8,12,4,3,8.0,5,3,4,7,3,0,10,6,9,0,0,7,4,5,0,6,9,3,3,9,3,0,3,4,4,6,6,7,3,9,26,2,6,5,4,28,4,10,9,4,7,5,12,6,6,3,20,8,5,9,6,4,26,5,16,4,4,10,0,13,22,17,6,6
2020-11-01 10:00:00,1.0,5,13,6,5,6,0,9,8,6,14,7,2,7,18,5,6,9,5,2,11,12,8,5,6,0,3,4,5,5,3,4,13,7,5,8,6,7,4,5,4,5,3,14,7,11,0,5,10,4,5,4,4,4,4,5,2,8,4,11,5,16,0,4,7,5,0,4,7,3,2,3,10,10,9,7,3,9,5,2,0,,5,20,12,3,7,17,6,6,6,4,3,7,8,13,7,23,5,6,5,3,7,11,5,5,10,5,,21,8,15,13,3,7,8,7,24,10,3,2,2,3,2,14,5,4,7,3,0,3,12,3,2,5,0,8,7,3,0,9,5,6,0,11,4,11,6,10,16,11,27,6,5,6,0,5,3,9,4,7,13,5,3,6.0,4,3,4,8,3,0,12,3,5,20,8,2,8,2,0,6,12,3,0,9,3,12,3,4,6,6,6,5,3,7,23,3,7,4,4,21,5,14,7,6,14,5,6,6,8,3,16,38,5,9,6,4,28,4,19,5,3,10,0,33,11,15,7,6
2020-11-01 11:00:00,1.0,5,13,0,5,7,16,9,8,7,23,8,2,6,6,4,6,9,4,3,16,9,8,5,6,10,3,4,6,5,3,5,14,4,4,8,6,14,4,6,5,4,4,0,7,8,25,6,8,4,5,10,4,4,4,11,2,8,5,11,7,2,0,4,6,5,0,3,6,3,2,11,0,10,9,7,3,9,6,2,6,,3,30,7,2,13,8,4,5,8,4,3,5,8,13,6,25,5,6,5,3,6,11,2,5,9,4,,18,9,16,12,4,7,9,12,24,11,3,2,3,3,7,9,4,3,7,2,5,3,10,3,0,6,0,8,8,4,0,9,8,4,0,10,4,8,6,5,24,12,36,6,5,6,7,5,3,10,5,8,14,4,3,7.0,5,3,4,8,4,0,10,5,11,17,4,5,4,1,0,5,10,3,10,8,3,12,3,4,11,7,7,6,3,8,21,8,0,3,4,25,5,16,9,7,8,7,0,7,7,3,27,5,5,9,6,4,31,6,19,3,3,9,4,18,14,14,5,4
2020-11-01 12:00:00,3.0,4,14,0,5,7,0,12,9,7,13,8,2,7,13,5,6,12,5,3,14,12,12,3,7,12,3,4,6,5,3,3,5,4,8,8,6,12,4,3,5,4,4,0,6,9,0,8,10,4,6,7,3,4,3,10,4,9,6,9,6,8,0,4,4,5,0,2,9,3,4,6,7,6,9,7,3,9,7,2,0,,4,24,8,2,7,7,6,4,8,4,3,5,8,14,6,22,4,7,5,3,6,14,4,6,9,4,,20,9,17,13,3,7,10,12,19,8,3,3,3,3,5,12,5,4,9,3,3,3,11,3,3,7,28,9,8,3,0,9,7,6,0,10,3,9,6,8,10,11,10,5,4,7,10,5,4,13,5,10,13,4,2,5.0,4,3,4,8,4,12,11,2,7,5,0,4,0,1,0,4,13,3,3,5,4,20,3,5,11,6,6,6,3,7,23,15,11,4,4,22,5,8,8,8,15,6,0,8,7,3,22,8,4,9,5,4,33,7,15,8,3,13,9,28,9,22,5,6
2020-11-01 13:00:00,1.0,4,12,0,6,8,0,13,9,10,16,7,2,5,17,4,6,6,5,2,7,8,12,4,7,10,3,5,6,6,3,5,8,6,8,7,6,9,4,9,5,5,5,3,7,9,0,9,10,4,6,9,4,4,3,9,2,9,6,10,7,2,0,4,6,5,0,7,14,3,3,4,8,5,9,6,3,9,3,2,1,,5,14,9,2,10,11,8,5,8,4,3,6,8,14,6,20,4,4,6,2,6,12,4,6,9,4,,21,8,16,17,4,7,3,14,21,6,3,3,3,3,5,12,5,4,7,3,0,2,8,3,0,8,0,7,8,4,0,9,8,5,0,11,3,9,7,6,18,11,6,5,4,7,9,6,4,10,5,9,14,4,5,6.0,3,3,4,8,3,10,12,5,6,18,6,4,0,1,0,5,10,3,0,6,4,17,3,4,19,6,6,6,4,8,21,12,4,4,3,22,5,12,7,8,15,6,0,6,5,3,32,4,4,9,5,4,33,6,17,14,3,15,14,32,9,21,6,4
2020-11-01 14:00:00,3.0,4,13,13,5,8,0,10,9,8,16,8,2,5,12,5,6,7,4,2,7,10,8,4,9,10,3,4,6,5,3,3,9,5,9,8,6,14,5,5,5,5,4,6,4,10,0,8,8,3,5,8,3,4,3,5,1,8,6,10,7,3,0,5,7,5,0,2,12,3,2,2,14,6,14,6,3,9,4,2,5,,3,25,9,1,11,0,10,4,10,4,3,5,8,16,6,19,4,5,5,2,6,11,3,6,10,4,,21,7,16,15,4,6,6,9,20,8,3,3,4,3,4,10,6,7,6,3,30,3,19,2,3,8,0,8,8,4,0,8,8,6,0,11,3,6,7,8,10,11,24,5,4,7,0,4,4,8,6,10,14,4,3,5.0,5,2,4,8,3,5,10,2,9,7,5,4,0,3,5,5,8,3,6,4,5,6,3,5,10,5,7,4,4,9,23,11,0,4,3,23,5,8,7,8,31,6,0,7,7,3,18,9,4,10,5,4,32,6,18,24,3,17,18,18,10,20,5,6
2020-11-01 15:00:00,2.0,5,13,16,3,7,35,16,11,7,8,8,2,7,13,4,6,7,5,2,16,7,8,3,8,7,3,4,7,4,3,4,6,3,11,6,6,16,3,5,6,6,4,6,7,8,0,9,9,4,4,7,3,3,3,8,4,8,6,9,7,8,0,5,4,3,0,4,10,3,2,5,7,6,6,6,3,8,6,2,0,,4,11,9,2,12,14,7,3,8,4,3,7,9,16,6,21,4,4,6,3,6,11,3,7,11,4,,22,8,21,19,3,6,6,10,23,8,3,2,4,3,4,11,6,4,6,2,0,3,10,2,0,9,23,9,8,4,0,7,6,7,0,10,3,0,7,10,10,10,12,5,4,7,0,5,5,22,6,10,16,4,2,6.0,4,3,4,9,4,4,9,8,5,9,5,2,0,2,5,5,9,3,5,5,4,12,3,4,7,4,7,4,3,8,18,12,0,4,3,22,5,12,6,8,34,8,0,7,7,3,30,11,4,10,6,4,30,7,20,0,3,19,20,33,2,21,4,5
